peco_idx,gene_idx,label
0,1,1
0,24,1
0,28,1
0,32,1
0,33,1
0,39,1
0,52,1
0,58,1
0,66,1
0,67,1
0,70,1
0,73,1
0,77,1
0,94,1
0,97,1
0,120,1
0,123,1
0,133,1
0,137,1
0,140,1
0,144,1
0,148,1
0,152,1
0,154,1
0,155,1
0,157,1
0,169,1
0,198,1
0,202,1
0,214,1
0,215,1
0,219,1
0,228,1
0,237,1
0,246,1
0,249,1
0,255,1
0,258,1
0,259,1
0,265,1
0,292,1
0,301,1
0,303,1
0,304,1
0,306,1
0,307,1
0,314,1
0,332,1
0,338,1
0,339,1
0,367,1
0,375,1
0,380,1
0,397,1
0,398,1
0,444,1
0,460,1
0,465,1
0,477,1
0,487,1
0,489,1
0,506,1
0,508,1
0,515,1
0,524,1
0,525,1
0,537,1
0,540,1
0,546,1
0,559,1
0,560,1
0,564,1
0,565,1
0,590,1
0,592,1
0,604,1
0,606,1
0,609,1
0,616,1
0,621,1
0,625,1
0,633,1
0,637,1
0,639,1
0,644,1
0,651,1
0,663,1
0,675,1
0,676,1
0,677,1
0,685,1
0,687,1
0,688,1
0,704,1
0,705,1
0,716,1
0,721,1
0,727,1
0,734,1
0,736,1
0,738,1
0,750,1
0,755,1
0,761,1
0,771,1
0,782,1
0,791,1
0,792,1
0,794,1
0,796,1
0,801,1
0,802,1
0,807,1
0,822,1
0,828,1
0,838,1
0,847,1
0,873,1
0,896,1
0,898,1
0,900,1
0,904,1
0,925,1
0,927,1
0,946,1
0,948,1
0,961,1
0,962,1
0,964,1
0,968,1
0,971,1
0,976,1
0,978,1
0,980,1
0,998,1
0,999,1
0,1000,1
0,1018,1
0,1030,1
0,1033,1
0,1039,1
0,1043,1
0,1048,1
0,1050,1
0,1054,1
0,1073,1
0,1076,1
0,1094,1
0,1097,1
0,1115,1
0,1116,1
0,1117,1
0,1140,1
0,1149,1
0,1160,1
0,1161,1
0,1171,1
0,1172,1
0,1189,1
0,1191,1
0,1192,1
0,1196,1
0,1197,1
0,1202,1
0,1215,1
0,1226,1
0,1231,1
0,1241,1
0,1251,1
0,1255,1
0,1260,1
0,1263,1
0,1266,1
0,1271,1
0,1299,1
0,1300,1
0,1304,1
0,1310,1
0,1323,1
0,1329,1
0,1334,1
0,1351,1
0,1368,1
0,1370,1
0,1373,1
0,1384,1
0,1393,1
0,1401,1
0,1402,1
0,1404,1
0,1405,1
0,1409,1
0,1428,1
0,1429,1
0,1434,1
0,1435,1
0,1443,1
0,1463,1
0,1466,1
0,1468,1
0,1470,1
0,1480,1
0,1485,1
0,1489,1
0,1494,1
0,1503,1
0,1504,1
0,1512,1
0,1548,1
0,1554,1
0,1560,1
0,1561,1
0,1563,1
0,1572,1
0,1584,1
0,1596,1
0,1623,1
0,1638,1
0,1659,1
0,1661,1
0,1673,1
0,1680,1
0,1698,1
0,1704,1
0,1727,1
0,1737,1
0,1738,1
0,1746,1
0,1747,1
0,1749,1
0,1753,1
0,1754,1
0,1759,1
0,1764,1
0,1786,1
0,1801,1
0,1802,1
0,1806,1
0,1807,1
0,1827,1
0,1831,1
0,1844,1
0,1856,1
0,1872,1
0,1883,1
0,1887,1
0,1903,1
0,1906,1
0,1908,1
0,1910,1
0,1924,1
0,1932,1
0,1953,1
0,1963,1
0,1986,1
0,2009,1
0,2010,1
0,2016,1
0,2018,1
0,2032,1
0,2051,1
0,2063,1
0,2066,1
0,2071,1
0,2099,1
0,2103,1
0,2116,1
0,2143,1
0,2148,1
0,2165,1
0,2172,1
0,2181,1
0,2195,1
0,2200,1
0,2207,1
0,2213,1
0,2215,1
0,2217,1
0,2220,1
0,2226,1
0,2245,1
0,2251,1
0,2263,1
0,2264,1
0,2265,1
0,2272,1
0,2283,1
0,2284,1
0,2296,1
0,2310,1
0,2314,1
0,2318,1
0,2325,1
0,2326,1
0,2338,1
0,2345,1
0,2360,1
0,2361,1
0,2377,1
0,2380,1
0,2388,1
0,2406,1
0,2412,1
0,2414,1
0,2424,1
0,2425,1
0,2428,1
0,2441,1
0,2446,1
0,2467,1
0,2472,1
0,2492,1
0,2498,1
0,2500,1
0,2508,1
0,2519,1
0,2555,1
0,2584,1
0,2589,1
0,2596,1
0,2609,1
0,2626,1
0,2627,1
0,2638,1
0,2652,1
0,2655,1
0,2672,1
0,2676,1
0,2684,1
0,2688,1
0,2698,1
0,2699,1
0,2703,1
0,2706,1
0,2711,1
0,2722,1
0,2725,1
0,2730,1
0,2734,1
0,2737,1
0,2750,1
0,2752,1
0,2753,1
0,2757,1
0,2775,1
0,2787,1
0,2789,1
0,2795,1
0,2800,1
0,2803,1
0,2809,1
0,2825,1
0,2829,1
0,2841,1
0,2849,1
0,2859,1
0,2862,1
0,2865,1
0,2866,1
0,2869,1
0,2873,1
0,2878,1
0,2881,1
0,2886,1
0,2890,1
0,2892,1
0,2904,1
0,2905,1
0,2910,1
0,2920,1
0,2925,1
0,2936,1
0,2963,1
0,2974,1
0,2994,1
0,2998,1
0,3004,1
0,3036,1
0,3048,1
0,3077,1
0,3079,1
0,3090,1
0,3095,1
0,3111,1
0,3120,1
0,3127,1
0,3148,1
0,3157,1
0,3160,1
0,3172,1
0,3185,1
0,3187,1
0,3229,1
0,3236,1
0,3251,1
0,3257,1
0,3260,1
0,3286,1
0,3287,1
0,3290,1
0,3300,1
0,3311,1
0,3316,1
0,3319,1
0,3320,1
0,3322,1
0,3333,1
0,3343,1
0,3346,1
0,3369,1
0,3377,1
0,3379,1
0,3389,1
0,3395,1
0,3397,1
0,3398,1
0,3404,1
0,3408,1
0,3419,1
0,3420,1
0,3427,1
0,3439,1
0,3459,1
0,3463,1
0,3470,1
0,3471,1
0,3472,1
0,3473,1
0,3481,1
0,3495,1
0,3497,1
0,3502,1
0,3503,1
0,3506,1
0,3510,1
0,3518,1
0,3536,1
0,3541,1
0,3546,1
0,3563,1
0,3577,1
0,3581,1
0,3586,1
0,3593,1
0,3600,1
0,3610,1
0,3634,1
0,3643,1
0,3660,1
0,3664,1
0,3676,1
0,3689,1
0,3692,1
0,3716,1
0,3745,1
0,3749,1
0,3755,1
0,3757,1
0,3767,1
0,3769,1
0,3786,1
0,3793,1
0,3813,1
0,3822,1
0,3824,1
0,3829,1
0,3830,1
0,3833,1
0,3835,1
0,3842,1
0,3847,1
0,3851,1
0,3858,1
0,3863,1
0,3877,1
0,3880,1
0,3882,1
0,3890,1
0,3899,1
0,3900,1
0,3901,1
0,3904,1
0,3907,1
0,3910,1
0,3918,1
0,3923,1
0,3926,1
0,3931,1
0,3932,1
0,3944,1
0,3947,1
0,3951,1
0,3958,1
0,3959,1
0,3961,1
0,3964,1
0,3970,1
0,3981,1
0,3983,1
0,3986,1
0,3993,1
0,3998,1
0,4029,1
0,4041,1
0,4042,1
0,4049,1
0,4052,1
0,4077,1
0,4079,1
0,4090,1
0,4092,1
0,4094,1
0,4107,1
0,4109,1
0,4130,1
0,4138,1
0,4155,1
0,4156,1
0,4163,1
0,4183,1
0,4184,1
0,4185,1
0,4188,1
0,4202,1
0,4212,1
0,4230,1
0,4241,1
0,4242,1
0,4243,1
0,4245,1
0,4246,1
0,4257,1
0,4260,1
0,4263,1
0,4265,1
0,4274,1
0,4284,1
0,4289,1
0,4293,1
0,4296,1
0,4303,1
0,4313,1
0,4317,1
0,4335,1
0,4345,1
0,4358,1
0,4359,1
0,4364,1
0,4368,1
0,4392,1
0,4397,1
0,4399,1
0,4417,1
0,4418,1
0,4427,1
0,4434,1
0,4442,1
0,4444,1
0,4456,1
0,4457,1
0,4468,1
0,4475,1
0,4500,1
0,4506,1
0,4519,1
0,4523,1
0,4535,1
0,4540,1
0,4543,1
0,4547,1
0,4560,1
0,4562,1
0,4569,1
0,4570,1
0,4589,1
0,4618,1
0,4631,1
0,4642,1
0,4659,1
0,4672,1
0,4673,1
0,4686,1
0,4703,1
0,4711,1
0,4712,1
0,4735,1
0,4737,1
0,4739,1
0,4747,1
0,4748,1
0,4754,1
0,4760,1
0,4770,1
0,4775,1
0,4777,1
0,4778,1
0,4781,1
0,4782,1
0,4791,1
0,4792,1
0,4797,1
0,4810,1
0,4819,1
0,4822,1
0,4824,1
0,4832,1
0,4843,1
0,4850,1
0,4854,1
0,4865,1
0,4871,1
0,4880,1
0,4882,1
0,4894,1
0,4906,1
0,4910,1
0,4911,1
0,4922,1
0,4930,1
0,4945,1
0,4955,1
0,4965,1
0,4968,1
0,4970,1
0,4973,1
0,4986,1
0,4990,1
0,4994,1
0,4995,1
0,5001,1
0,5003,1
0,5021,1
0,5024,1
0,5039,1
0,5044,1
0,5051,1
0,5054,1
0,5062,1
0,5064,1
0,5077,1
0,5083,1
0,5105,1
0,5111,1
0,5121,1
0,5128,1
0,5170,1
0,5173,1
0,5185,1
0,5194,1
0,5197,1
0,5198,1
0,5201,1
0,5203,1
0,5204,1
0,5209,1
0,5211,1
0,5214,1
0,5217,1
0,5244,1
0,5249,1
0,5254,1
0,5266,1
0,5270,1
0,5276,1
0,5284,1
0,5285,1
0,5289,1
0,5306,1
0,5322,1
0,5331,1
0,5333,1
0,5342,1
0,5347,1
0,5352,1
0,5353,1
0,5368,1
0,5381,1
0,5384,1
0,5397,1
0,5400,1
0,5401,1
0,5411,1
0,5412,1
0,5415,1
0,5417,1
0,5418,1
0,5432,1
0,5445,1
0,5459,1
0,5475,1
0,5483,1
0,5486,1
0,5492,1
0,5502,1
0,5520,1
0,5562,1
0,5564,1
0,5566,1
0,5573,1
0,5590,1
0,5606,1
0,5612,1
0,5619,1
0,5620,1
0,5623,1
0,5631,1
0,5649,1
0,5665,1
0,5670,1
0,5677,1
0,5684,1
0,5699,1
0,5710,1
0,5715,1
0,5721,1
0,5739,1
0,5744,1
0,5745,1
0,5761,1
0,5763,1
0,5772,1
0,5773,1
0,5791,1
0,5830,1
0,5833,1
0,5834,1
0,5838,1
0,5844,1
0,5848,1
0,5851,1
0,5859,1
0,5862,1
0,5879,1
0,5898,1
0,5901,1
0,5911,1
0,5913,1
0,5922,1
0,5924,1
0,5926,1
0,5928,1
0,5939,1
0,5944,1
0,5953,1
0,5957,1
0,5959,1
0,5965,1
0,5970,1
0,5982,1
0,5988,1
0,5990,1
0,6002,1
0,6003,1
0,6010,1
0,6011,1
0,6015,1
0,6028,1
0,6046,1
0,6047,1
0,6055,1
0,6056,1
0,6076,1
0,6102,1
0,6112,1
0,6116,1
0,6122,1
0,6126,1
0,6131,1
0,6165,1
0,6170,1
0,6173,1
0,6183,1
0,6186,1
0,6197,1
0,6200,1
0,6214,1
0,6219,1
0,6229,1
0,6232,1
0,6239,1
0,6248,1
0,6250,1
0,6262,1
0,6263,1
0,6265,1
0,6270,1
0,6277,1
0,6286,1
0,6289,1
0,6302,1
0,6315,1
0,6316,1
0,6322,1
0,6323,1
0,6324,1
0,6334,1
0,6337,1
0,6344,1
0,6348,1
0,6349,1
0,6353,1
0,6355,1
0,6369,1
0,6376,1
0,6396,1
0,6404,1
0,6406,1
0,6407,1
0,6410,1
0,6418,1
0,6428,1
0,6436,1
0,6466,1
0,6468,1
0,6471,1
0,6498,1
0,6499,1
0,6501,1
0,6503,1
0,6511,1
0,6537,1
0,6539,1
0,6550,1
0,6560,1
0,6569,1
0,6572,1
0,6576,1
0,6580,1
0,6589,1
0,6601,1
0,6620,1
0,6629,1
0,6630,1
0,6632,1
0,6646,1
0,6651,1
0,6660,1
0,6682,1
0,6689,1
0,6693,1
0,6700,1
0,6703,1
0,6711,1
0,6712,1
0,6750,1
0,6795,1
0,6805,1
0,6811,1
0,6814,1
0,6830,1
0,6832,1
0,6840,1
0,6847,1
0,6848,1
0,6858,1
0,6863,1
0,6866,1
0,6888,1
0,6890,1
0,6910,1
0,6911,1
0,6938,1
0,6946,1
0,6950,1
0,6951,1
0,6960,1
0,6968,1
0,6971,1
0,6975,1
0,6983,1
0,6985,1
0,6997,1
0,7022,1
0,7032,1
0,7042,1
0,7050,1
0,7070,1
0,7071,1
0,7080,1
0,7095,1
0,7097,1
0,7113,1
0,7130,1
0,7136,1
0,7140,1
0,7145,1
0,7175,1
0,7176,1
0,7195,1
0,7204,1
0,7206,1
0,7207,1
0,7221,1
0,7231,1
0,7233,1
0,7240,1
0,7241,1
0,7250,1
0,7255,1
0,7269,1
0,7286,1
0,7296,1
0,7305,1
0,7308,1
0,7309,1
0,7320,1
0,7330,1
0,7332,1
0,7341,1
0,7342,1
0,7346,1
0,7352,1
0,7354,1
0,7360,1
0,7362,1
0,7375,1
0,7384,1
0,7389,1
0,7391,1
0,7402,1
0,7411,1
0,7412,1
0,7417,1
0,7422,1
0,7424,1
0,7430,1
0,7431,1
0,7432,1
0,7437,1
0,7447,1
0,7457,1
0,7470,1
0,7475,1
0,7477,1
0,7492,1
0,7500,1
0,7502,1
0,7503,1
0,7509,1
0,7514,1
0,7518,1
0,7531,1
0,7532,1
0,7540,1
0,7542,1
0,7551,1
0,7587,1
0,7594,1
0,7618,1
0,7638,1
0,7650,1
0,7656,1
0,7663,1
0,7665,1
0,7670,1
0,7678,1
0,7684,1
0,7685,1
0,7700,1
0,7701,1
0,7705,1
0,7730,1
0,7736,1
0,7746,1
0,7756,1
0,7758,1
0,7773,1
0,7774,1
0,7784,1
0,7787,1
0,7799,1
0,7805,1
0,7813,1
0,7824,1
0,7845,1
0,7849,1
0,7860,1
0,7866,1
0,7874,1
0,7880,1
0,7888,1
0,7895,1
0,7900,1
0,7901,1
0,7910,1
0,7911,1
0,7914,1
0,7924,1
0,7926,1
0,7942,1
0,7963,1
0,7973,1
0,7990,1
0,7994,1
0,8032,1
0,8038,1
0,8042,1
0,8046,1
0,8056,1
0,8059,1
0,8061,1
0,8068,1
0,8069,1
0,8070,1
0,8071,1
0,8082,1
0,8090,1
0,8099,1
0,8113,1
0,8126,1
0,8142,1
0,8162,1
0,8183,1
0,8185,1
0,8203,1
0,8206,1
0,8216,1
0,8225,1
0,8228,1
0,8241,1
0,8245,1
0,8260,1
0,8261,1
0,8262,1
0,8305,1
0,8312,1
0,8317,1
0,8332,1
0,8333,1
0,8349,1
0,8359,1
0,8378,1
0,8392,1
0,8413,1
0,8416,1
0,8419,1
0,8429,1
0,8437,1
0,8442,1
0,8466,1
0,8471,1
0,8473,1
0,8478,1
0,8484,1
0,8490,1
0,8493,1
0,8496,1
0,8497,1
0,8502,1
0,8522,1
0,8529,1
0,8535,1
0,8548,1
0,8551,1
0,8569,1
0,8570,1
0,8572,1
0,8575,1
0,8581,1
0,8582,1
0,8587,1
0,8616,1
